KOfam	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_Ia.1.I	p_Ib.1	p_Ia.4.II	p_Ia.4.RS39	p_Ia.4.1483	p_Ia.3.V	p_Ia.3.IV	p_Ia.3.III	p_Ia.3.I	p_Ia.3.II	p_Ia.3.VI	N_Ia.1.I	N_Ib.1	N_Ia.4.II	N_Ia.4.RS39	N_Ia.4.1483	N_Ia.3.V	N_Ia.3.IV	N_Ia.3.III	N_Ia.3.I	N_Ia.3.II	N_Ia.3.VI
quercetin 2,3-dioxygenase [EC:1.13.11.24]	0	1	1	NA	K06911	GC_00000655	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
cytochrome c-type biogenesis protein CcmF	0	1	1	NA	K02198	GC_00000669	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	0	1	1	NA	K01890	GC_00000640	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	0	1	1	NA	K00164	GC_00000115	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
glutamate synthase (NADPH) small chain [EC:1.4.1.13]	0	1	1	NA	K00266	GC_00000778	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	0	1	1	NA	K00606	GC_00000063, GC_00001224, GC_00002744	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
aspartate kinase [EC:2.7.2.4]	0	1	1	NA	K00928	GC_00000582	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]	0	1	1	NA	K00342	GC_00000618	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
A/G-specific adenine glycosylase [EC:3.2.2.31]	0	1	1	NA	K03575	GC_00000026	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
adenylosuccinate synthase [EC:6.3.4.4]	0	1	1	NA	K01939	GC_00000324	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
uracil-DNA glycosylase [EC:3.2.2.27]	0	1	1	NA	K21929	GC_00000646, GC_00000702	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
dimethylglycine dehydrogenase [EC:1.5.8.4]	0	1	1	NA	K00315	GC_00000469, GC_00001184, GC_00001187	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
sulfur carrier protein	0	1	1	NA	K03154	GC_00000404	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	0	1	1	NA	K03438	GC_00000545	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
histidyl-tRNA synthetase [EC:6.1.1.21]	0	1	1	NA	K01892	GC_00000745	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	0	1	1	NA	K00767	GC_00000120	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
cell division protein ZapE	0	1	1	NA	K06916	GC_00000117	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	0	1	1	NA	K00790	GC_00000534	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	0	1	1	NA	K00337	GC_00000377	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
phosphate starvation-inducible protein PhoH and related proteins	0	1	1	NA	K06217	GC_00000373	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]	0	1	1	NA	K09001	GC_00000898, GC_00003531	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
DNA ligase (NAD+) [EC:6.5.1.2]	0	1	1	NA	K01972	GC_00000053	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	0	1	1	NA	K01879	GC_00000670	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
SsrA-binding protein	0	1	1	NA	K03664	GC_00000327	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
RNA polymerase-binding transcription factor	0	1	1	NA	K06204	GC_00000038	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	0	1	1	NA	K01092	GC_00000544	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
translation initiation factor IF-1	0	1	1	NA	K02518	GC_00000179	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]	0	1	1	NA	K00311	GC_00000103	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
tRNA modification GTPase [EC:3.6.-.-]	0	1	1	NA	K03650	GC_00000730	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
ferredoxin, 2Fe-2S	0	1	1	NA	K04755	GC_00000044	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
hydroxymethylbilane synthase [EC:2.5.1.61]	0	1	1	NA	K01749	GC_00000554	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	0	1	1	NA	K00334	GC_00000483	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	0	1	1	NA	K00954	GC_00000413	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
large subunit ribosomal protein L25	0	1	1	NA	K02897	GC_00000374	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	0	1	1	NA	K01923	GC_00000762	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	0	1	1	NA	K18649	GC_00000010	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
methylglutamate dehydrogenase subunit C [EC:1.5.99.5]	0	1	1	NA	K22086	GC_00000052	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
maleate isomerase [EC:5.2.1.1]	0	1	1	NA	K01799	GC_00000530	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
micrococcal nuclease [EC:3.1.31.1]	0	1	1	NA	K01174	GC_00001156, GC_00001373, GC_00003573, GC_00005033	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
ribonuclease E [EC:3.1.26.12]	0	1	1	NA	K08300	GC_00000679	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	0	1	1	NA	K00525	GC_00000457	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
hyperosmotically inducible periplasmic protein	0	1	1	NA	K04065	GC_00000100	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]	0	1	1	NA	K00275	GC_00000537, GC_00000626	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
sarcosine oxidase, subunit gamma [EC:1.5.3.24 1.5.3.1]	0	1	1	NA	K00305	GC_00000454	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase [EC:3.5.1.-]	0	1	1	NA	K21478	GC_00000443	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
chromosome partitioning protein	0	1	1	NA	K03496	GC_00000678	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
elongation factor Tu	0	1	1	NA	K02358	GC_00000166	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
5-oxoprolinase (ATP-hydrolysing) subunit C [EC:3.5.2.9]	0	1	1	NA	K23124	GC_00000068	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]	0	1	1	NA	K08311	GC_00000780	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
FAD-dependent oxidoreductase domain-containing protein 1	0	1	1	NA	K18166	GC_00000094	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
sulfopropanediol 3-dehydrogenase [EC:1.1.1.308]	0	1	1	NA	K15509	GC_00000284	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
octopine/nopaline transport system permease protein	0	1	1	NA	K10020	GC_00000789	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]	0	1	1	NA	K03527	GC_00000728	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
DNA polymerase III subunit beta [EC:2.7.7.7]	0	1	1	NA	K02338	GC_00000405	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]	0	1	1	NA	K09769	GC_00000627	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]	0	1	1	NA	K14980	GC_00000092	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
large subunit ribosomal protein L22	0	1	1	NA	K02890	GC_00000306	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
dimethylsulfoniopropionate demethylase [EC:2.1.1.269]	0	1	1	NA	K17486	GC_00000744, GC_00001802	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	0	1	1	NA	K01903	GC_00000331	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
small subunit ribosomal protein S10	0	1	1	NA	K02946	GC_00000150	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
phosphoglucosamine mutase [EC:5.4.2.10]	0	1	1	NA	K03431	GC_00000475	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
pyruvate dehydrogenase E1 component [EC:1.2.4.1]	0	1	1	NA	K00163	GC_00000593	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
YggT family protein	0	1	1	NA	K02221	GC_00000259	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	0	1	1	NA	K09761	GC_00000748	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	0	1	1	NA	K01247	GC_00000411	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
F-type H+-transporting ATPase subunit gamma	0	1	1	NA	K02115	GC_00000273	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
ornithine carbamoyltransferase [EC:2.1.3.3]	0	1	1	NA	K00611	GC_00000587	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
CarD family transcriptional regulator, regulator of rRNA transcription	0	1	1	NA	K07736	GC_00000527	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
tRNA-binding protein	0	1	1	NA	K06878	GC_00000354	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	0	1	1	NA	K02343	GC_00000576	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	0	1	1	NA	K00950	GC_00000398	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
glycine amidinotransferase [EC:2.1.4.1]	0	1	1	NA	K00613	GC_00000085, GC_00008175	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
magnesium transporter	0	1	1	NA	K06213	GC_00000722	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]	0	1	1	NA	K06861	GC_00000712	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
coproporphyrinogen III oxidase [EC:1.3.3.3]	0	1	1	NA	K00228	GC_00000435	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
deoxyhypusine synthase [EC:2.5.1.46]	0	1	1	NA	K00809	GC_00000442	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
(6-4)DNA photolyase [EC:4.1.99.13]	0	1	1	NA	K06876	GC_00000603	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]	0	1	1	NA	K10027	GC_00000503	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
argininosuccinate lyase [EC:4.3.2.1]	0	1	1	NA	K01755	GC_00000660	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
3-(methylthio)propionyl---CoA ligase [EC:6.2.1.44]	0	1	1	NA	K20034	GC_00000087	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	0	1	1	NA	K01626	GC_00000481, GC_00002274	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:5.6.2.4]	0	1	1	NA	K04066	GC_00000753	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
large subunit ribosomal protein L19	0	1	1	NA	K02884	GC_00000449	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	0	1	1	NA	K03183	GC_00000406	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
putative hydrolase of the HAD superfamily	0	1	1	NA	K07025	GC_00000082	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
branched-chain amino acid aminotransferase [EC:2.6.1.42]	0	1	1	NA	K00826	GC_00000017, GC_00004282, GC_00007196	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	0	1	1	NA	K03043	GC_00000704	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
NADPH:quinone reductase [EC:1.6.5.5]	0	1	1	NA	K00344	GC_00000768, GC_00001511, GC_00003135	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
citrate synthase [EC:2.3.3.1]	0	1	1	NA	K01647	GC_00000301	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
ubiquinol-cytochrome c reductase cytochrome c1 subunit	0	1	1	NA	K00413	GC_00000365	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
recombination protein RecR	0	1	1	NA	K06187	GC_00000358	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]	0	1	1	NA	K01716	GC_00000322	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
acetolactate synthase I/III small subunit [EC:2.2.1.6]	0	1	1	NA	K01653	GC_00000390	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
small subunit ribosomal protein S13	0	1	1	NA	K02952	GC_00000158	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
prolyl-tRNA synthetase [EC:6.1.1.15]	0	1	1	NA	K01881	GC_00000664	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]	0	1	1	NA	K09949	GC_00000529, GC_00001783	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
phosphoglycolate phosphatase [EC:3.1.3.18]	0	1	1	NA	K01091	GC_00000437, GC_00007135, GC_00007800	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	0	1	1	NA	K00239	GC_00000226	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	0	1	1	NA	K01714	GC_00000409, GC_00002692	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
DNA primase [EC:2.7.7.101]	0	1	1	NA	K02316	GC_00000051	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
phospholipid transport system substrate-binding protein	0	1	1	NA	K07323	GC_00000740	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
chorismate synthase [EC:4.2.3.5]	0	1	1	NA	K01736	GC_00000583	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
branched-chain amino acid transport system substrate-binding protein	0	1	1	NA	K01999	GC_00000407, GC_00000963, GC_00001329	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
recombination protein RecA	0	1	1	NA	K03553	GC_00000034	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
elongation factor Ts	0	1	1	NA	K02357	GC_00000661	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
sarcosine oxidase, subunit alpha [EC:1.5.3.24 1.5.3.1]	0	1	1	NA	K00302	GC_00000514	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
small subunit ribosomal protein S17	0	1	1	NA	K02961	GC_00000172	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
membrane protein required for colicin V production	0	1	1	NA	K03558	GC_00000936, GC_00002330	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
NitT/TauT family transport system permease protein	0	1	1	NA	K02050	GC_00000805	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	0	1	1	NA	K01011	GC_00000699, GC_00007981	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
rod shape-determining protein MreB and related proteins	0	1	1	NA	K03569	GC_00000350	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
cysteine synthase [EC:2.5.1.47]	0	1	1	NA	K01738	GC_00000088	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
DNA polymerase I [EC:2.7.7.7]	0	1	1	NA	K02335	GC_00000720	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]	0	1	1	NA	K23265	GC_00000525	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
Xaa-Pro aminopeptidase [EC:3.4.11.9]	0	1	1	NA	K01262	GC_00000099	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	0	1	1	NA	K02433	GC_00000498	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
dihydrolipoyl dehydrogenase [EC:1.8.1.4]	0	1	1	NA	K00382	GC_00000668	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
tRNA N6-adenosine threonylcarbamoyltransferase [EC:2.3.1.234]	0	1	1	NA	K25706	GC_00000507	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
ABC-2 type transport system permease protein	0	1	1	NA	K01992	GC_00000543	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
small subunit ribosomal protein S7	0	1	1	NA	K02992	GC_00000207	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
glycine hydroxymethyltransferase [EC:2.1.2.1]	0	1	1	NA	K00600	GC_00000397	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
L-xylulose reductase [EC:1.1.1.10]	0	1	1	NA	K03331	GC_00000020	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
large subunit ribosomal protein L14	0	1	1	NA	K02874	GC_00000153	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
MurE/MurF fusion protein [EC:6.3.2.13 6.3.2.10]	0	1	1	NA	K15792	GC_00000842, GC_00003553	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
phospholipase/carboxylesterase	0	1	1	NA	K06999	GC_00000458	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
IMP dehydrogenase [EC:1.1.1.205]	0	1	1	NA	K00088	GC_00000040	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
BolA family transcriptional regulator, general stress-responsive regulator	0	1	1	NA	K05527	GC_00000297, GC_00000451	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	0	1	1	NA	K01889	GC_00000561	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
prephenate dehydrogenase [EC:1.3.1.12]	0	1	1	NA	K04517	GC_00000714	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	0	1	1	NA	K00019	GC_00000145, GC_00001793	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
acyl-coenzyme A thioesterase 13 [EC:3.1.2.-]	0	1	1	NA	K17362	GC_00000466	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
dihydropteroate synthase [EC:2.5.1.15]	0	1	1	NA	K00796	GC_00000037	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
excinuclease ABC subunit A	0	1	1	NA	K03701	GC_00000521	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	0	1	1	NA	K01623	GC_00000662	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
Fur family transcriptional regulator, iron response regulator	0	1	1	NA	K09826	GC_00000255	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
seryl-tRNA synthetase [EC:6.1.1.11]	0	1	1	NA	K01875	GC_00000452	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
cytochrome c oxidase subunit II [EC:7.1.1.9]	0	1	1	NA	K02275	GC_00000315	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]	0	1	1	NA	K13598	GC_00000055	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	0	1	1	NA	K02427	GC_00000045	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
small subunit ribosomal protein S19	0	1	1	NA	K02965	GC_00000170	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]	0	1	1	NA	K05810	GC_00000511	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
rod shape determining protein RodA	0	1	1	NA	K05837	GC_00000480	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
repressor LexA [EC:3.4.21.88]	0	1	1	NA	K01356	GC_00000467	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
F-type H+-transporting ATPase subunit b	0	1	1	NA	K02109	GC_00000303, GC_00000401	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	0	1	1	NA	K07516	GC_00000725	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
small subunit ribosomal protein S1	0	1	1	NA	K02945	GC_00000124	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
transcriptional regulator MraZ	0	1	1	NA	K03925	GC_00000520	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
glutathione peroxidase [EC:1.11.1.9]	0	1	1	NA	K00432	GC_00000496	1	1	1	1	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
